Zeit;Kanal A
(s);(V)

-2,4602999;1,407173
-2,4602499;1,407173
-2,4601999;1,360267
-2,4601499;1,407173
-2,4600999;1,407173
-2,4600499;1,407173
-2,4599999;1,407173
-2,4599499;1,407173
-2,4598999;1,407173
-2,4598499;1,407173
-2,4597999;1,407173
-2,4597499;1,454078
-2,4596999;1,407173
-2,4596499;1,407173
-2,4595999;1,407173
-2,4595499;1,454078
-2,4594999;1,407173
-2,4594499;1,407173
-2,4593999;1,407173
-2,4593499;1,454078
-2,4592999;1,407173
-2,4592499;1,407173
-2,4591999;1,407173
-2,4591499;1,407173
-2,4590999;1,360267
-2,4590499;1,407173
-2,4589999;1,407173
-2,4589499;1,407173
-2,4588999;1,454078
-2,4588499;1,407173
-2,4587999;1,407173
-2,4587499;1,407173
-2,4586999;1,407173
-2,4586499;1,407173
-2,4585999;1,407173
-2,4585499;1,407173
-2,4584999;1,407173
-2,4584499;1,407173
-2,4583999;1,407173
-2,4583499;1,454078
-2,4582999;1,407173
-2,4582499;1,454078
-2,4581999;1,407173
-2,4581499;1,407173
-2,4580999;1,407173
-2,4580499;1,407173
-2,4579999;1,407173
-2,4579499;1,454078
-2,4578999;1,454078
-2,4578499;1,407173
-2,4577999;1,407173
-2,4577499;1,407173
-2,4576999;1,407173
-2,4576499;1,407173
-2,4575999;1,407173
-2,4575499;1,454078
-2,4574999;1,407173
-2,4574499;1,407173
-2,4573999;1,407173
-2,4573499;1,407173
-2,4572999;1,360267
-2,4572499;1,407173
-2,4571999;1,407173
-2,4571499;1,407173
-2,4570999;1,407173
-2,4570499;1,407173
-2,4569999;1,407173
-2,4569499;1,407173
-2,4568999;1,407173
-2,4568499;1,407173
-2,4567999;1,407173
-2,4567499;1,407173
-2,4566999;1,407173
-2,4566499;1,407173
-2,4565999;1,407173
-2,4565499;1,407173
-2,4564999;1,360267
-2,4564499;1,407173
-2,4563999;1,407173
-2,4563499;1,407173
-2,4562999;1,407173
-2,4562499;1,454078
-2,4561999;1,407173
-2,4561499;1,407173
-2,4560999;1,407173
-2,4560499;1,407173
-2,4559999;1,407173
-2,4559499;1,454078
-2,4558999;1,407173
-2,4558499;1,454078
-2,4557999;1,407173
-2,4557499;1,454078
-2,4556999;1,407173
-2,4556499;1,454078
-2,4555999;1,407173
-2,4555499;1,407173
-2,4554999;1,407173
-2,4554499;1,407173
-2,4553999;1,360267
-2,4553499;1,407173
-2,4552999;1,407173
-2,4552499;1,454078
-2,4551999;1,407173
-2,4551499;1,407173
-2,4550999;1,407173
-2,4550499;1,407173
-2,4549999;1,407173
-2,4549499;1,407173
-2,4548999;1,454078
-2,4548499;1,407173
-2,4547999;1,407173
-2,4547499;1,407173
-2,4546999;1,407173
-2,4546499;1,407173
-2,4545999;1,454078
-2,4545499;1,407173
-2,4544999;1,407173
-2,4544499;1,407173
-2,4543999;1,407173
-2,4543499;1,407173
-2,4542999;1,454078
