Zeit;Kanal A
(ms);(mV)

-21,35166581;-0,37032480
-21,34666581;-0,55610230
-21,34166581;-0,74126480
-21,33666581;-0,92642710
-21,33166581;0,00000000
-21,32666581;-0,55610230
-21,32166581;-0,18516240
-21,31666581;0,74126480
-21,31166581;0,55610230
-21,30666581;0,18516240
-21,30166581;0,37032480
-21,29666581;0,74126480
-21,29166581;0,18516240
-21,28666581;0,18516240
-21,28166581;0,37032480
-21,27666581;0,55610230
-21,27166581;0,37032480
-21,26666581;-1,48314500
-21,26166581;0,18516240
-21,25666581;0,37032480
-21,25166581;0,18516240
-21,24666581;3,15145200
-21,24166581;0,00000000
-21,23666581;0,00000000
-21,23166581;0,00000000
-21,22666581;-0,55610230
-21,22166581;-0,18516240
-21,21666581;-0,74126480
-21,21166581;-0,55610230
-21,20666581;-3,70755400
-21,20166581;-0,37032480
-21,19666581;-0,37032480
-21,19166581;-0,92642710
-21,18666581;0,00000000
-21,18166581;-1,11220500
-21,17666582;-1,66830700
-21,17166582;-2,40957200
-21,16666582;0,92642710
-21,16166582;-3,52239200
-21,15666582;-3,70755400
-21,15166582;-4,26365700
-21,14666582;-3,52239200
-21,14166582;-5,37586100
-21,13666582;-5,74680100
-21,13166582;-5,56163900
-21,12666582;-7,41572300
-21,12166582;-5,93257900
-21,11666582;-4,26365700
-21,11166582;-4,44943400
-21,10666582;-3,15145200
-21,10166582;-2,22440900
-21,09666582;-0,74126480
-21,09166582;-1,11220500
-21,08666582;1,48314500
-21,08166582;0,55610230
-21,07666582;0,00000000
-21,07166582;0,55610230
-21,06666582;0,92642710
-21,06166582;-0,18516240
-21,05666582;-0,74126480
-21,05166582;0,00000000
-21,04666582;0,18516240
-21,04166582;-0,55610230
-21,03666582;-0,74126480
-21,03166582;-0,74126480
-21,02666582;-1,48314500
-21,02166582;0,00000000
-21,01666582;0,18516240
-21,01166582;0,74126480
-21,00666582;0,74126480
-21,00166582;1,48314500
-20,99666582;1,66830700
